rok,miasto,nazwa,kategorie
2019,Lublin,UL. Jana Kasprowicza  latarnie uliczne  nowa pracownia komputerowa dla uczniów SP nr ,EDUKACJA
2019,Lublin,Modernizacja stadionu żużlowego przy Alejach Zygmuntowskich  II etap,INFRASTRUKTURA
2019,Lublin,Remont ulicy Rycerskiej wraz z remontem nawierzchni asfaltowej ul. Kaczeńcowej,INFRASTRUKTURA
2019,Lublin,CUB SM CZY AS WWZ  miejsce aktywnego wypoczynku i rekreacji.,SPOŁECZEŃSTWO
2019,Lublin,Boisko Wysokich Lotów  Rewitalizacja odnowa boiska piłkarskiego wielofunkcyjnego oraz części lekkoatletycznej przy SP nr  w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Inwestycje na Kalinie,EDUKACJA
2019,Lublin,Wąwóz dla Czechowa,NATURA
2019,Lublin,Modernizacja stadionu żużlowego przy Alejach Zygmuntowskich  II etap,INFRASTRUKTURA
2019,Lublin,Remont ulicy Rycerskiej wraz z remontem nawierzchni asfaltowej ul. Kaczeńcowej,INFRASTRUKTURA
2019,Lublin,CUB SM CZY AS WWZ  miejsce aktywnego wypoczynku i rekreacji.,SPOŁECZEŃSTWO
2019,Lublin,Boisko Wysokich Lotów  Rewitalizacja odnowa boiska piłkarskiego wielofunkcyjnego oraz części lekkoatletycznej przy SP nr  w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Oświetlony trakt pieszorowerowy na Glinie Południowym wiodący od ul. Jana Pawła II przez Kryształową Fenylową i Gnykową do ul. Granitowej.,INFRASTRUKTURA
2019,Lublin,Zdrowy oddech w mieście. Mniej smogu. Dofinansowanie wymiany pieców węglowych.,EDUKACJA
2019,Lublin,Integracja na świeżym powietrzu  place zabaw uwzględniające potrzeby osób z niepełnosprawnościami,SPOŁECZEŃSTWO
2019,Lublin,REWITALIZACJA ZESPOŁU OIK SPORTOWY KS LUBLINIANKA etap końcowyBOISKO GŁÓWNE AKO PODWALINY POD REALIZACJĘ DZIELNICOWEGO CENTRUM,SPOŁECZEŃSTWO
2019,Lublin,Zielona Dziesiąta  rewitalizacja przestrzeni publicznych dzielnicy Dziesiąta w Lublinie,EDUKACJA
2019,Lublin,Doposażenie obiektów sportowych w Lublinie w celu podniesienia ich funkcjonalności i atrakcyjności dla mieszkańców Lublina,SPOŁECZEŃSTWO
2019,Lublin,Przyjazne dzieciom i rodzicom przedszkolne place zabaw,SPOŁECZEŃSTWO
2019,Lublin,Nasza Dzielnica  Nasz Sławne,NATURA
2019,Lublin,Zana dla rowerzystów,SPOŁECZEŃSTWO
2019,Lublin,Remont ul. Beskidzkiej u osiedlu Choiny,INFRASTRUKTURA
2019,Lublin,Odnowienie zielonych skwerów na Czechowie,NATURA
2019,Lublin,Tor rowerowy dla każdego Pumptrack w Lublinie,INFRASTRUKTURA
2019,Lublin,KO bazarek osiedlowy,NATURA
2019,Lublin,Dożynkowa  remont i rewitalizacja w celu poprawy bezpieczeństwo i komfortu mieszkańców,SPOŁECZEŃSTWO
2019,Lublin,Poprawa infrastruktury osiedlowej w Dzielnicy Tatry  budowa modernizacja ciągów pieszych i parkingów.,INFRASTRUKTURA
2019,Lublin,Bezpieczne przejście dla pieszych i ułatwienie wyjazdu dla kierowców w dzielnicy Dziesiąta Unickiego Reja Wyspiańskiego Orzeszkowej,INFRASTRUKTURA
2019,Lublin,Budowa i modernizacja boisk szkolnych na ul. Biedronki i ul. Diamentowej,EDUKACJA
2019,Lublin,Remont ulic Osiedla Błonie oraz wykonanie świateł na przejściu przez ul. Jana Pawła II w pobliżu Watykańskiej,INFRASTRUKTURA
2019,Lublin,Modernizacja boiska wielofunkcyjnego w XIX LO im. cc. mjra Hieronima Dekutowskiego ps. Zapora w Lublinie,INFRASTRUKTURA
2019,Lublin,WIENIAWA  Rewitalizacja Doliny rzeki Czechowski  utworzenie parku edukacyjnosportowego  Bike City  miasteczko sportów,NATURA
2019,Lublin,Budowa sygnalizacji świetlnej przejścia dla pieszych przez ul. Willow  nowa stacja rowerowa dla Botanika przy skrzyżowaniu ulic Poligonowa i Ducha,INFRASTRUKTURA
2019,Lublin,Dobudowa ścieżek rowerowych i chodników do istniejących odcinków,INFRASTRUKTURA
2019,Lublin,LUBELSKI OWER MIEJSKI dodatkowe stacje oraz zwiększenie liczby rowerów na dotychczas istniejących,INFRASTRUKTURA
2019,Lublin,Rowerowa brama łącząca Felin ze Śródmieściem,INFRASTRUKTURA
2019,Lublin,Inwestycje w Zemborzycach i Głusku,EDUKACJA
2019,Lublin,Sławie. Poprawa infrastruktury osiedlowej,EDUKACJA
2019,Lublin,Wspólnie odnawiamy Słomiany Rynek,INFRASTRUKTURA
2019,Lublin,Bezpieczna droga do szkoły,SPOŁECZEŃSTWO
2019,Lublin,Kontener kultury dla Zemborzyc,EDUKACJA
2019,Lublin,Kominek od nowa  naprawa dróg oświetlenie projekt modernizacji ulicy Wyzwolenia i Długiej,EDUKACJA
2019,Lublin,CHODNIK I OŚWIETLENIE NA LIC PASIECZNEJ W ZEMBORZYCACH,INFRASTRUKTURA
2019,Lublin,Dodatkowe stacje RM Lubelskiego Roweru Miejskiego,INFRASTRUKTURA
2019,Lublin,Zwiększenie funkcjonalności boiska trawiastego Lubelskiego Centrum Kształcenia Zawodowego i Ustawicznego,SPOŁECZEŃSTWO
2019,Lublin,Budowa miejsc parkingowych przy przychodni zdrowia oraz malowanie budynku przychodni.,INFRASTRUKTURA
2019,Lublin,Boisko wielofunkcyjne dla Dzielnicy Dziesiąta przy zespole Szkół TransportowoKomunikacyjnych w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Mieszkania dla Lublinian  remont mieszkań gminnych,INFRASTRUKTURA
2019,Lublin,Zakup  mieszkań z przeznaczeniem na mieszkania komunalne,EDUKACJA
2019,Lublin,Bezpieczeństwo rowerzystów w dzielnicy HajdówZadębie,SPOŁECZEŃSTWO
2019,Lublin,Budowa drogi dojazdowej ul.Łazienkowska w Lublinie,INFRASTRUKTURA
2019,Lublin,Wyremontowanie nawierzchni asfaltowej ul. Misjonarskiej i uzupełnienie ciągów pieszych.,INFRASTRUKTURA
2019,Lublin,Budowa chodnika od strony Caritas boczna ul. Misjonarskiej w Lublinie z uwzględnieniem ścieżki rowerowej.,INFRASTRUKTURA
2019,Lublin,II etap modernizacji stadionu żużlowego przy Alejach Zygmuntowskich,INFRASTRUKTURA
2019,Lublin,Budowa zatok parkingowych przy ul. Szafirowej,INFRASTRUKTURA
2019,Lublin,Remont nawierzchni asfaltowej części ulicy Fantastycznej,INFRASTRUKTURA
2019,Lublin,Zapobieganie bezdomności zwierząt sterylizacje kastracji zimowanie,NATURA
2019,Lublin,Zielone Czuby,NATURA
2019,Lublin,Lublin Przyjazny Rowerzystom,EDUKACJA
2019,Lublin,Rezerwat Dzikich Dzieci    park kreatywności i kontaktu z przyrodą,NATURA
2019,Lublin,Aktywny Student,SPOŁECZEŃSTWO
2019,Lublin,Aktywny Uczeń,SPOŁECZEŃSTWO
2019,Lublin,Doposażenie placu zabaw przy Szkole Podstawowej nr ,SPOŁECZEŃSTWO
2019,Lublin,Aktywny Lublin,SPOŁECZEŃSTWO
2019,Lublin,Aktywni Młodzi Pełni Pasji,SPOŁECZEŃSTWO
2019,Lublin,Chodnikiem przez Bystrzycę,INFRASTRUKTURA
2019,Lublin,Remont boisk sportowych na osiedlu Błonie,SPOŁECZEŃSTWO
2019,Lublin,Zwierzę nie jest rzeczą  bezpieczny zwierzak świadomy opiekun darmowe sterylizacje czyste miasto.,EDUKACJA
2019,Lublin,Rewitalizacja terenu SP  Z klasą i z rodziną czas płynie zdrowo na placu zabaw pod chmurką zbudowanym odlotową Budowa placu zabaw.,SPOŁECZEŃSTWO
2019,Lublin,Rewitalizacja terenu SP  W szkole i po lekcjach aktywność sportowa na sztucznej trawie zawsze bezpieczna i zdrowa Remont mini boiska.,SPOŁECZEŃSTWO
2019,Lublin,Przebudowa nawierzchni płyty boiska wykonanie przyłącza energetycznego do zasilania imprez okolicznościowych,SPOŁECZEŃSTWO
2019,Lublin,REWITALIZACJA ZESPOŁU OIK SPORTOWY KS LUBLINIANKA etap końcowyBOISKA TRENINGOWE AKO PODWALINY POD REALIZACJĘ DZIELNICOWEGO CENTRUM WYKONANE PROJEKTU BUDOWLANOWYKONAWCZEGO DOCELOWEJ ZADASZONEJ TRYBUNY RAZ Z ZAPLECZEM NA STADIONIE LUB SPORTOWEGO LUBLINIANKA,SPOŁECZEŃSTWO
2019,Lublin,Plac zabaw dla dzieci przy Szkole Podstawowej nr  im. . Wołyńskiej Dywizji Piechoty Armii Krajowej w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Amatorskie Ligi Lublina,SPOŁECZEŃSTWO
2019,Lublin,Nowe ogrodzenie dla Przedszkola Nr  im. Kubusia Puchatka w Lublinie,NATURA
2019,Lublin,Lublin rowerem  poprawa warunków poruszania się rowerem po mieście,EDUKACJA
2019,Lublin,Pogodna ulica niech sąsiadów zachwyca,NATURA
2019,Lublin,nowe miejsca parkingowe na SM osiedla im. B. Prusa Piastowskie,INFRASTRUKTURA
2019,Lublin,Ulice GLINIANA GŁĘBOKA  remont chodników.,INFRASTRUKTURA
2019,Lublin,Równo po Dziesiątej  chodniki i miejsca parkingowe ,INFRASTRUKTURA
2019,Lublin,Miejsca parkingowe na Tatarach,INFRASTRUKTURA
2019,Lublin,Ekstraklasa dla Motoru Lublin,EDUKACJA
2019,Lublin,Plac zabaw na piątkę.,NATURA
2019,Lublin,Ciągi piesze w dzielnicy Szerokie,INFRASTRUKTURA
2019,Lublin,Latarnie na Lipnicki  kontynuacja,INFRASTRUKTURA
2019,Lublin,Parkingi przy ul. Puchacza,NATURA
2019,Lublin,Zakup i montaż  ławek na terenie miasta,INFRASTRUKTURA
2019,Lublin,Budowa chodnika od ulicy Laurowej do bloków Dożynkowa ,INFRASTRUKTURA
2019,Lublin,Boisko dla SP   chcemy wychować nowych Lewandowski  I etap,EDUKACJA
2019,Lublin,Plac zabaw przy Przedszkolu nr  ul.Bronowicka ,SPOŁECZEŃSTWO
2019,Lublin,Szkolny razem  KS Sygnał,EDUKACJA
2019,Lublin,LAC ABA NA LINIE,EDUKACJA
2019,Lublin,Park edukacyjnoterapeutyczny Ja i mój świat dla dzieci niepełnosprawnych z autyzmem i Zespołem Aspergera Bezpieczny chodnik na ul. Sławkowskiej w pobliżu Ogrodu Botanicznego  etap I,EDUKACJA
2019,Lublin,Dla naszych dzieci  budowa placu zabaw przy Szkole Podstawowej nr  w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Doposażenie Placów Zabaw  Zielony Zakątek i Wokół Sygnału w Dzielnicy,INFRASTRUKTURA
2019,Lublin,Budowa parkingu dla samochodów osobowych wzdłuż bloku przu ul.,INFRASTRUKTURA
2019,Lublin,Modernizacja infrastruktury drogowej dzielnicy Dziesiąta w Lublinie  remont ul. Leśna,INFRASTRUKTURA
2019,Lublin,Modernizacja boiska szkolnego w Szkole Podstawowej nr  w Lublinie,EDUKACJA
2019,Lublin,Remont chodnika na ul. Grażyny,INFRASTRUKTURA
2019,Lublin,Bezpieczna ulica  poprawa bezpieczeństwa drogowego na Feline,EDUKACJA
2019,Lublin,Nasza Dzielnica  Sławne,NATURA
2019,Lublin,TATRY miejsca parkingowe przy ul. Gospodarczej,INFRASTRUKTURA
2019,Lublin,Da się Dostępna kultura w Lublinie,EDUKACJA
2019,Lublin,Remont jezdni na odcinku ok  metrów ul. Świętokrzyskiej,INFRASTRUKTURA
2019,Lublin,Zielona Wieniawa,NATURA
2019,Lublin,Budowa chodnika wzdłuż ul. Koncertowej,INFRASTRUKTURA
2019,Lublin,Inwestycje na Kominku,EDUKACJA
2019,Lublin,Siłownia na świeżym powietrzu w Zemborzycach,SPOŁECZEŃSTWO
2019,Lublin,Modernizacja infrastruktury drogowej dzielnicy Dziesiąta w Lublinie  budowa oświetlenia w ul. Iwaszkiewicza,INFRASTRUKTURA
2019,Lublin,Budowa chodnika od ul. Zygmunta Augusta do ul. Józefa Franczaka poprzedni tytuł PRAWA INFRASTRUKTURY PISZE W CAŁEJ DZIELNICY LIN,INFRASTRUKTURA
2019,Lublin,Oświetlenie ulic Gorczańskiej Świętokrzyskiej i części Zelwerowicza na osiedlu mieszkaniowym Choiny,INFRASTRUKTURA
2019,Lublin,Latarnie na os. Lipniak  dokończenie oświetlenia ulic T. Krwawicz i Lazurowej,INFRASTRUKTURA
2019,Lublin,Organizacja cyklu imprez biegowych i treningów przygotowujących do startu.,EDUKACJA
2019,Lublin,Rozbudowa bazy sportowej XX Liceum Ogólnokształcącego im. księdza Jana Twardowskiego w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Lepsza Zdrowa  wzmocnienie nawierzchni ul. Zdrowej poprawa  infrastruktury drogowej szansą dla podniesienia bezpieczeństwa i rozwoju dzielnicy Głusk,INFRASTRUKTURA
2019,Lublin,Oświetlenie skwerów przy ul. Szczecińskiej i ul. Gdańskiej oraz placu zabaw z siłownią przy ul. Łukowskiej,SPOŁECZEŃSTWO
2019,Lublin,Zwiększenie dostępności parkingowej przez rozbudowę istniejących miejsc oraz stworzenie nowych na osiedlu Bronowice.,INFRASTRUKTURA
2019,Lublin,Modernizacja dróg ze schodami i podjazdem dla wózków  przejścia z ul. Nadrzecznej do placu zabaw nad rz. Czerniejówką,INFRASTRUKTURA
2019,Lublin,Wykonanie projektu budowy ul. Mackiewicza ,INFRASTRUKTURA
2019,Lublin,Sygnał od nowa sprzęt do pielęgnacji boisk piłkarskich.,EDUKACJA
2019,Lublin,Plac Zabaw Gospodarcza,NATURA
2019,Lublin,PARAFIALNA ulica przy cmentarzu w dzielnicy Głusk,NATURA
2019,Lublin,Pierwsza w Lublinie Profesjonalna Siłownia Zewnętrzna,EDUKACJA
2019,Lublin,Bezpieczny relaks nad rzeką Czerniejówką w Dzielnicy Kominek,NATURA
2019,Lublin,MX Racing to sport dla każdego,SPOŁECZEŃSTWO
2019,Lublin,Plac zabaw przy ul. Głębokiej  w Lublinie,SPOŁECZEŃSTWO
2019,Lublin,Pracownia  Miejskie Laboratorium Innowacji,EDUKACJA
2019,Lublin,Bezpieczeństwo rowerzystów w dzielnicy Szerokie,SPOŁECZEŃSTWO
2019,Lublin,Lubelska Akademia Koszykówki,EDUKACJA
2019,Lublin,Nowe oświetlenie dla Czechowa  jaśniej na os. Karłowicza,NATURA
2019,Lublin,KOŚMINEK Rozbudowa skweru przy ul. Tetmajera Sulisławickiej,NATURA
2019,Lublin,Mapy Sentymentalne dzielnic Lublina,EDUKACJA
2019,Lublin,WIENIAWA  Budowa skateparku na Wieniawie,NATURA
2019,Lublin,Bezpieczne szkoły rowerowe,SPOŁECZEŃSTWO
2019,Lublin,Łącznik rowerowy,INFRASTRUKTURA
2019,Lublin,Budowa oświetlenia ulicy Wólczańskiej,INFRASTRUKTURA
2019,Lublin,KRAŃCOWA POGON SOKOL BUDOWA MIEJSC PARKINGOWYCH REWITALIZACJA WIA ŚMIETNIKOWYCH ORAZ ZIELENI,INFRASTRUKTURA
2019,Lublin,Dostosowanie Filii Miejskiej Biblioteki Publicznej w Lublinie do potrzeb osób starszych niewidomych i niedowidzących.,SPOŁECZEŃSTWO
2019,Lublin,Remont chodnika na ul.Lubartowskiej na odcinku od skrzyżowania z ul.Kowalską do Al.Solidarności,INFRASTRUKTURA
2019,Lublin,Stacja z rowerami do wypożyczenia przy kompleksie krytej pływalni na ulicy Łabędzie,NATURA
2019,Lublin,UL. ANA KASPROWICZA  LATARNIE ULICZNE  NOWA PRACOWNIA KOMPUTEROWA LA UCZNIÓW SZKOŁY NR ,EDUKACJA
2019,Lublin,Punkt Kultury  tworzenie przestrzeni kulturalno  społecznych na potrzeby mieszkańców dzielnicy Za Cukrownią oraz Stare Bronowice  kontynuacja,SPOŁECZEŃSTWO
2019,Lublin,Piknik na Dziesiątej,NATURA
2019,Lublin,Remont ul. Antoniego Jeziorańskiego,INFRASTRUKTURA
2019,Lublin,Impreza promocyjna miasta Lublin na placu litewskim,SPOŁECZEŃSTWO
2019,Lublin,Dziesiąta  Słowackiego  Bezpieczna i komfortowe ulica,SPOŁECZEŃSTWO
2019,Lublin,Nowy plac zabaw dla dzieci z publicznego Przedszkola nr  na Słowniku,SPOŁECZEŃSTWO
2019,Lublin,Sportowe Latonia ,SPOŁECZEŃSTWO
2019,Lublin,Zajęcia ogólnorozwojowe w parku trampolin,NATURA
2019,Lublin,Zdrowie dzieci i mieszkańców siłownia zewnętrzna przy Szkole nr ,SPOŁECZEŃSTWO
2019,Lublin,Wykonanie chodnika dla pieszych wzdłuż ulicy Heroiny,INFRASTRUKTURA
2019,Lublin,Czego potrzebuje Lublin  II edycja,EDUKACJA
2019,Lublin,MONT OGRODZENIA SZKOŁY PODSTAWOWE NR.   OŚWIETLENIE ULICZNE UL. MEŁGIEWSKA,INFRASTRUKTURA
2019,Lublin,Nowa pracownia komputerowa dla uczniów Szkoły Podstawowej nr   ławki przy ciągach komunikacyjnych na terenie Dzielnicy HajdówZadębie,EDUKACJA
2019,Lublin,Studiuję w Lublinie  jestem Lubelskiem kampanie promujące głosowanie oraz płacenie podatków w Lublinie,EDUKACJA
2019,Lublin,Rewitalizacja i przystosowanie podwórka dla potrzeb mieszkańców przy ulicy Jezuickiej .,INFRASTRUKTURA
2020,Lublin,AKTYWNY LUBLIN,SPOŁECZEŃSTWO
2020,Lublin,Sterylizacja psów i kotów właścicielskich i Promocja Adopcji Zwierząt,EDUKACJA
2020,Lublin,Zalew Zemborzycki miejscem wypoczynku wszystkich Lublinian,NATURA
2020,Lublin,Amatorskie Ligi Lublin,SPOŁECZEŃSTWO
2020,Lublin,Samodzielny SENIOR,SPOŁECZEŃSTWO
2020,Lublin,Silna i waleczna  kurs samoobrony dla kobiet,EDUKACJA
2020,Lublin,Aktywne Pokolenie,SPOŁECZEŃSTWO
2020,Lublin,Okolice szpitala im. Stefana Kardynała Wyszyńskiego Al. Kraśnicki   nowe darmowe parkingi remont chodnika i drogi oraz SM  remonty chodników.,INFRASTRUKTURA
2020,Lublin,Aktywny STUDENT,SPOŁECZEŃSTWO
2020,Lublin,Lublin przeciw zanieczyszczeniu powietrza  drzewa dla każdej dzielnicy,NATURA
2020,Lublin,Aktywny CZE,SPOŁECZEŃSTWO
2020,Lublin,Remont ulicy Kawaleryjskiej wraz z elementami zagospodarowania II etap. II. Remont ulicy Perłowej wraz z elementami zagospodarowania.,INFRASTRUKTURA
2020,Lublin,Aktywni Młodzi,SPOŁECZEŃSTWO
2020,Lublin,Zamkowo  miejska przestrzeń inspiracji,EDUKACJA
2020,Lublin,Dziki zwierz  nie taki dziki,NATURA
2020,Lublin,Sterylizacja kastracja zimowanie psów i kotów m. Lublina,EDUKACJA
2020,Lublin,Ćwicz trenuj i graj  zajęcia sportowe dla dzieci,SPOŁECZEŃSTWO
2020,Lublin,Łączymy pokolenia Integracyjna strefa aktywności TataryHajdówZadębie.,SPOŁECZEŃSTWO
2020,Lublin,Inwestycje na Feline i w okolicy,EDUKACJA
2020,Lublin,Organizacja cyklu turniejów piłkarskich oraz pikniku dla mieszkańców Lublina jako imprez towarzyszących obchodom  lecia KS Lublinianka,SPOŁECZEŃSTWO
2020,Lublin,LUBELSKI SPORT ,EDUKACJA
2020,Lublin,Goń komara czyli wygrajmy krwiopijców z naszego miasta,NATURA
2020,Lublin,Załaduj się w miejskim SB,INFRASTRUKTURA
2020,Lublin,Stop komarom Witajcie jerzyki Zakup i montaż  budek dla jerzyków na terenie miasta Lublina.,NATURA
2020,Lublin,Warsztatowa czyli raj dla majsterkowiczów,NATURA
2020,Lublin,Centrum Aktywności Sportowej Bronowice  bezpłatne treningi piłkarskie.,EDUKACJA
2020,Lublin,ZIELONY LUBLIN  pakiet działań zmierzających do poprawy jakości przyrody miejskiej,EDUKACJA
2020,Lublin,Trybuny mobilne,INFRASTRUKTURA
2020,Lublin,REZERWAT DZIKICH DZIECI   wakacyjny park kreatywności i kontaktu z przyrodą.,NATURA
2020,Lublin,Wakacje na hamaku  półkolonie letnie,NATURA
2020,Lublin,Wakacje Pod Klonem  aktywne półkolonie,SPOŁECZEŃSTWO
2020,Lublin,LUBLIN PRZYJAZNY ZWIERZĘTOM,NATURA
2020,Lublin,Ławka do karmienia i przewijania dzieci.,INFRASTRUKTURA
2020,Lublin,D Bezpieczna Ulica  budowa chodnika do przystanku PK,INFRASTRUKTURA
2020,Lublin,Latarnie na os. Lipniak  dokończenie oświetlenia ulic T. Krwawicz i Lazurowej,INFRASTRUKTURA
2020,Lublin,Latarnie w dzielnicy Szerokie  oświetlenie ulicy Światowida,EDUKACJA
2020,Lublin,Zwiększenie dostępności parkingowej przez rozbudowę istniejących miejsc oraz stworzenie nowych na osiedlu Bronowice.,INFRASTRUKTURA
2020,Lublin,Abramowicka bezpiecznie rowerem,SPOŁECZEŃSTWO
2020,Lublin,Zielone Śródmieście,NATURA
2020,Lublin,Ciągi piesze na Szerokim  część II,INFRASTRUKTURA
2020,Lublin,BUDOWA PARKINGU RZ SKRZYŻOWANIU UL. PUŁAWSKIEJ  UL. ZUCH W LUBLINIE,INFRASTRUKTURA
2020,Lublin,Remont Parkingu przy ulicy Szmaragdowej,INFRASTRUKTURA
2020,Lublin,Zielona Radzyński i skwer przy ul. Lipińskiego,NATURA
2020,Lublin,Rowerem na Polibuda,INFRASTRUKTURA
2020,Lublin,Sygnał i LO VI  wspólnie do celu,INFRASTRUKTURA
2020,Lublin,Modernizacja boisk sportowych przy ul. Husarskiej,SPOŁECZEŃSTWO
2020,Lublin,SM  miejsca parkingowe chodniki siłownie remont boiska.,INFRASTRUKTURA
2020,Lublin,Filary na Filaretów  Lubelskie Wiszące Ogrody,NATURA
2020,Lublin,Remont schodów na Szczytowej,INFRASTRUKTURA
2020,Lublin,Boisko księdza Chomicza,EDUKACJA
2020,Lublin,Jasne Szerokie,NATURA
2020,Lublin,Z Kryształowej wygodnie do Jantarowe,SPOŁECZEŃSTWO
2020,Lublin,Remontujemy ulice na Sławienie  ul. S. Sempołowskiej,INFRASTRUKTURA
2020,Lublin,Chodnik wzdłuż ul. Orkana oraz wyznaczenie przejścia dla pieszych na wysokości przystanku Wiklinowy,INFRASTRUKTURA
2020,Lublin,Przyjemne forsowanie z Lubelskim Klubem Morsów,SPOŁECZEŃSTWO
2020,Lublin,Kwiaty dla Zelwerowicza,NATURA
2020,Lublin,Ścieżka rowerowa w Alei Warszawskiej   etap,INFRASTRUKTURA
2020,Lublin,Remont ciągów pieszych przy ul.Dziewanny Jutrzenki Różanej w Osiedlu UTA oraz montaż latarni przy ulicy Biedronki i Tymiankowy  w osiedlu Łęgi.,INFRASTRUKTURA
2020,Lublin,Przyjazny skwer na Glinie Północnym  kontynuacja,NATURA
2020,Lublin,Bajkowy plac zabaw na Ponikwodzie,SPOŁECZEŃSTWO
2020,Lublin,Ścieżka rowerowa wzdłuż Solidarności  kontynuacja od ul. Kosowskiej do wysokości al. Smorawińskiego,SPOŁECZEŃSTWO
2020,Lublin,Zabawa zieleń rekreacja  rewitalizacja otoczenia Szkoły Podstawowej nr  przy ul. Unickiego wraz z ulicami starą Krańcową Reymonta Morsztynów,SPOŁECZEŃSTWO
2020,Lublin,Równika Junoszy,NATURA
2020,Lublin,SPORTOWY ZAL  profesjonalne atlasy treningowe ze zmiennym obciążeniem nad Zalewem Zemborzyckim,SPOŁECZEŃSTWO
2020,Lublin,Poprawa infrastruktury drogowej na Tatarach,INFRASTRUKTURA
2020,Lublin,Park Centralny na Feline  etap II,NATURA
2020,Lublin,Budowa ścieżki rowerowej przy al. Solidarności pomiędzy wjazdem do stacji obsługi ZM a ul. Prusa obok planowego chodnika w miejsce wyeksploatowanego.,INFRASTRUKTURA
2020,Lublin,ASA DZIELNICA  DOBRA IANA LA AS I NASZYCH BLISKICH Gliniana Głęboka Zachodnia Siewna Sowińskiego,SPOŁECZEŃSTWO
2020,Lublin,Łącznik Pogodna  Jesienna,INFRASTRUKTURA
2020,Lublin,Nawierzchnia asfaltowa na ul. Zadębie kontynuacja  remont parkingu na ul. Grupowej,INFRASTRUKTURA
2020,Lublin,Nawierzchnia asfaltowa ul. Jarmarczna  siłownia napowietrzna przy Sz.P. nr  ul Kasprowicza  doposażenie placu zabaw osiedle Grupowej,SPOŁECZEŃSTWO
2020,Lublin,Kośminekwykonanie kostki na ulicy Krasickiego Kosmonautów Długa Bogusławskiego Tetmajera.,NATURA
2020,Lublin,Nawierzchnia asfaltowa ul. Dojazdowa kontynuacja  parking przy Sz. P. nr  ul Kasprowicza  drogi dojazdowe międzybudynkowe Osiedle Grupowej,INFRASTRUKTURA
2020,Lublin,Zakup i montaż latarni ulicznych hybrydowych do doświetlenia ulic Hajnowskiej Zadębie Jarmarcznej,INFRASTRUKTURA
2020,Lublin,Inwestycje na Kominku,EDUKACJA
2020,Lublin,Poprawienie infrastruktury ul.Przepiórczym i Sieciecha w dzielnicy Głusk,INFRASTRUKTURA
2020,Lublin,Kontynuacja Szpilkostrady czyli pasa równej i gładkiej nawierzchni na Starym Mieście  wygodnej dla szpilek wózków czy walizek,INFRASTRUKTURA
2020,Lublin,Remont nawierzchni oraz chodnika na ulicy Karola Namysłowskiego,INFRASTRUKTURA
2020,Lublin,Położenie nawierzchni asfaltowej na ul. Świętochowskiego,INFRASTRUKTURA
2020,Lublin,Leżaki hamaki maki nad Czechówką  I etap dokumentacja,EDUKACJA
2020,Lublin,Funkcjonalna i nowoczesna Węglan Arena  miejsce aktywnego spędzania czasu wolnego,SPOŁECZEŃSTWO
2020,Lublin,Stojaki rowerowe przy ulicy Szewskiej,INFRASTRUKTURA
2020,Lublin,Budowa miejsc parkingowych przy OD Leszczyna ul.Buraki ,INFRASTRUKTURA
2020,Lublin,Remont chodników,INFRASTRUKTURA
2020,Lublin,Odwodnienie ulicy Dzierżawne poprzez wybudowanie igłofiltrów studni i pomp osuszających,INFRASTRUKTURA
2020,Lublin,Remont chodnika na ul. Polskiego Czerwonego Krzyża CK w Lublinie,INFRASTRUKTURA
2020,Lublin,Bądźmy dumni ze Starego Miasta w Lublinie,SPOŁECZEŃSTWO
2018,Zamość,Plac zabaw RDOS DZIECKA,SPOŁECZEŃSTWO
2018,Zamość,ZIELONY PARKI miejsca parkingowe dla samochodów osobowych przy bloku nr   ,NATURA
2018,Zamość,Remont parkingu w rejonie budynków ul. Peowiaków   OB działka nr ,NATURA
2018,Zamość,Wykonanie placu zabaw między budynkami przy ul Płk. Lisa Kuli  i ul. Generała Maczka  wraz z zagospodarowaniem otoczenia,NATURA
2018,Zamość,Remont drogi dojazdowej wraz z wykonaniem odwodnienia i oświetlenia ulicznego do dwóch zespołow garażowych l szt. oraz domkow jednorodzinnych na osiedlu Reymonta przy ulicy Wspólnej,INFRASTRUKTURA
2018,Zamość,Wykonanie przebudowy drogi wewnętrznej wzdłuż garaży od ulicy  Kamiennej l do Kamiennej  wraz z przyległymi parkingami  kontyntynuacja projektu,INFRASTRUKTURA
2018,Zamość,Remont parkingów w rejonie budynków ul. Redutowa  ul. Kamienna ,INFRASTRUKTURA
2018,Zamość,Przebudowa placu zabaw wraz z chodnikiem przy Przedszkolu Miejskim nr l w Zamościu,INFRASTRUKTURA
2018,Zamość,Kontynuacja budowy miejsc parkingowych przy ul. Hrubieszowskiej na Małym Cichym i przebudowa miejsc parkingowych przed budynkiem ul. Hrubieszowska  oraz przebudowa drogi dojazdowej do osiedla,INFRASTRUKTURA
2018,Zamość,Miejsca postojowe dla samochodów osobowych przy ul. Inflanckiej i Jana Zamoyskiego,INFRASTRUKTURA
