token,occurrence,emotion
obrotowe,1,[]
obrazkowe,1,[]
obozowa,1,[]
obniżające,1,[]
obejmujący,1,[]
obecnej,1,['radość;zaufanie;smutek;strach;wstręt;']
noznej,1,[]
nowosądeckich,1,[]
nowosolnej,1,[]
nowohucki,1,[]
nowoczesnej,1,[]
nowakowskiego,1,[]
niskim,1,['radość;smutek;złość;' 'radość;wstręt;']
niskie,1,['radość;smutek;złość;' 'radość;wstręt;']
niska,1,['radość;smutek;złość;' 'radość;wstręt;']
nima,1,[]
niezrealizowanych,1,[]
niezgodne,1,[]
niezbędnym,1,[]
niezbędnego,1,[]
niezbedne,1,[]
niezasadny,1,[]
niewielkiego,1,['złość;radość' 'złość;radość']
niewielkich,1,['złość;radość' 'złość;radość']
nieużywanych,1,[]
nieużytkowanych,1,[]
nieużytkowany,1,[]
nieurodzajnej,1,[]
niesolankowa,1,[]
niepołomickiej,1,[]
niepołomicka,1,[]
niepodległą,1,[]
niepełnosprawnym,1,[]
nieozywionej,1,[]
niemożliwy,1,[]
nielegalnego,1,[]
niekorzystnymi,1,[]
niegolewskiego,1,[]
niegociński,1,[]
niedziałkowskiego,1,[]
niedostępne,1,['radość;smutek;złość;' 'radość;złość;']
niechcianymi,1,[]
nieborowskiej,1,[]
niebieskie,1,[]
niebieska,1,[]
netto,1,[]
nawadniający,1,[]
naturalnym,1,['zaufanie;radość;smutek' 'zaufanie;radość;smutek']
naturalnoedukacyjny,1,[]
naturalna,1,['zaufanie;radość;smutek' 'zaufanie;radość;smutek']
naturalistyczny,1,[]
naturalistyczne,1,[]
natolinie,1,[]
nastrojowa,1,[]
nastepujaca,1,[]
nasienne,1,[]
nasadzone,1,[]
nasadzona,1,[]
naprawe,1,[]
naprawawymiana,1,[]
napowietrznych,1,[]
napoleońskiej,1,[]
napoleona,1,[]
największym,1,['radość;cieszenie się na coś oczekiwanego;smutek;złość;' 'zaufanie;']
największy,1,['radość;cieszenie się na coś oczekiwanego;smutek;złość;' 'zaufanie;']
najpiękniejszy,1,[]
najmłodszych,1,[]
najlepszym,1,['radość;']
najcenniejsze,1,[]
nagórki,1,[]
nagtosnieniowy,1,[]
nadwodnych,1,[]
nadwiślańskich,1,[]
nadwarcianskiej,1,[]
nadmorskim,1,[]
naddnieprzańskiej,1,[]
młyńską,1,[]
młyńskiej,1,[]
młyńskie,1,[]
młodych,1,[]
młodszych,1,[]
młodego,1,[]
młockarnia,1,[]
mądry,1,['złość;radość;smutek' 'radość;złość;wstręt;']
myśliwskiej,1,[]
mysłowickiej,1,[]
muzyczna,1,[]
murckowskie,1,[]
muchobór_zielona,1,[]
mrówczej,1,[]
możliwy,1,['zaufanie;smutek' 'radość;']
mościckiego,1,[]
mozliwe,1,[]
mozaikowe,1,[]
motyli,1,[]
morską,1,[]
morska,1,[]
mordujących,1,[]
montwiłłamireckiego,1,[]
montowane,1,[]
montessoriański,1,[]
monitorowanych,1,[]
mokrych,1,['radość;złość;wstręt;']
mokotowskiego,1,[]
mokotowskich,1,[]
mokotowska,1,[]
modzelewskiego,1,[]
modry,1,[]
modne,1,[]
modlińskiej,1,[]
mocowanej,1,[]
mobilne,1,[]
mniejszych,1,[]
mleczarskiego,1,[]
mińskiej,1,[]
mińskiego,1,[]
miły,1,[]
miętowa,1,[]
miękki,1,['radość;smutek;złość;' 'zaufanie;złość;radość;smutek']
międzypokoleniowy,1,[]
międzynarodowa,1,[]
międzybankowy,1,[]
miodowej,1,[]
miodowa,1,[]
miododajna,1,[]
milenijnej,1,[]
milenijna,1,[]
mikrofalowej,1,[]
mikołowska,1,[]
mieszkalnym,1,[]
mieszkalnych,1,[]
mieszczański,1,['zaufanie;złość;wstręt;']
mieszczańska,1,['zaufanie;złość;wstręt;']
miejską,1,"['złość;radość;smutek' 'złość;radość;smutek' 'złość;radość;smutek'
 'zaufanie;złość;wstręt;']"
mieciomatyrecyklomaty,1,[]
metrowym,1,[]
meteorologiczna,1,[]
mesko,1,[]
mendego,1,[]
mehofferastrumykowamyśliborska,1,[]
medycznym,1,[]
medycznego,1,[]
meczowy,1,[]
małą,1,[]
małpi,1,[]
małomiejskiej,1,[]
małej,1,[]
mazurską,1,[]
mazurskie,1,[]
mazurska,1,[]
mazowieckiej,1,[]
marysińska,1,[]
maryjny,1,[]
marszałkowskiej,1,[]
marszałkowska,1,[]
marsylski,1,[]
markowskiej,1,[]
markowskiego,1,[]
marcinkowskiego,1,[]
malych,1,[]
malowniczej,1,[]
malownicze,1,[]
malickiego,1,[]
malicki,1,[]
mala,1,[]
maksymiliana,1,[]
makowska,1,[]
majątkowego,1,[]
mający,1,[]
majowe,1,[]
majowa,1,[]
majewskiego,1,[]
majańskiej,1,[]
mah,1,[]
magnuszewskiejglinki,1,[]
magnoliowatych,1,[]
magicznej,1,[]
lęgowa,1,[]
lwowski,1,[]
ludowej,1,[]
lubomirskich,1,[]
lubelskiej,1,[]
lubelska,1,[]
lotniczej,1,[]
lotnicza,1,[]
lokalna,1,[]
logopedyczne,1,[]
lodowych,1,[]
literackącegłowskiej,1,[]
listopadowej,1,[]
listopadowa,1,[]
lisowska,1,[]
lisia,1,[]
lipskiej,1,[]
lipowej,1,[]
lipowa,1,[]
limanowskiego,1,[]
ligustr,1,[]
leśnego,1,[]
letnimi,1,[]
letniej,1,[]
letnia,1,[]
letni,1,[]
leszczyńskiego,1,[]
lesnego,1,[]
lesne,1,[]
lepsze,1,[]
lenińskim,1,[]
lekkoatletyczny,1,[]
lekkiej,1,['radość;smutek;']
lekcyjnej,1,[]
lekarski,1,[]
legnickim,1,[]
legnicki,1,[]
lecznicza,1,[]
lechickiej,1,[]
lawinowej,1,['złość;radość;smutek;wstręt' 'złość;radość;smutek;wstręt']
lawendowy,1,[]
lawendowolipowy,1,[]
lasowiacki,1,[]
laserowe,1,[]
laryszhajdowizna,1,[]
laczacej,1,[]
la,1,[]
kłujących,1,[]
kwitnący,1,[]
kwitnacych,1,[]
kwitnacej,1,[]
kwiecisty,1,[]
kwiecista,1,[]
kwiatowymi,1,[]
kwiatowym,1,[]
kwiatoworekreacyjny,1,[]
kuźniki,1,[]
kuźnicki,1,[]
kutnowskiej,1,[]
kutna,1,[]
kurpiowskiej,1,[]
kurpiowska,1,[]
kulinarne,1,[]
kuczyńskich,1,[]
kubańskiego,1,[]
ks.radziejowskiego,1,[]
ks.jasińskiego,1,[]
królewską,1,[]
królewsku,1,[]
krzyżackiej,1,[]
krzyształowa,1,[]
krytyczna,1,[]
krytej,1,[]
krynickiej,1,[]
krymskiej,1,[]
kruczkowskiego,1,[]
krochmalna,1,[]
kresowa,1,[]
kreatywnoekologiczne,1,[]
kreatywnej,1,[]
kreatywne,1,[]
kreatywna,1,[]
krasnalowy,1,[]
krasinskiego,1,[]
krakus,1,[]
krakowskiej,1,[]
krakowska,1,[]
krajoznawcze,1,[]
krajobrazowy,1,[]
krajobrazowego,1,[]
kołowej,1,[]
kozielskiego,1,[]
kozanowski,1,[]
kotybezpłatne,1,[]
koszyckim,1,[]
koszycka,1,[]
kosowskiej,1,[]
kosowska,1,[]
kosmicznej,1,"['radość;smutek;złość;' 'radość;złość;' 'radość;złość;' 'zaufanie;strach;'
 'radość;strach;']"
korzenną,1,[]
korzennej,1,[]
korytarzowe,1,[]
kordeckiego,1,[]
korczakamleczna,1,[]
koralowej,1,[]
kopie.wymiana,1,[]
konstytucyjna,1,[]
konnej,1,[]
konna,1,[]
koniński,1,[]
konińska,1,[]
konieczne,1,[]
konduktorska,1,[]
koncertowej,1,[]
koncentracyjnego,1,[]
komunikacyjnych,1,[]
komunikacyjny,1,[]
komunikacyjnego,1,[]
komunalnym,1,[]
komunalnej,1,[]
komputerowych,1,[]
kompleksowe,1,[]
komfortowe,1,[]
komandorskiej,1,[]
kolumba,1,[]
kolskiego,1,[]
kolorowych,1,[]
kolorowej,1,[]
kolorowa,1,[]
kolejowego,1,[]
kolarskiego,1,[]
kolarska,1,[]
kocim,1,[]
kluczowe,1,[]
kluczborskiej,1,[]
kliniczna,1,['radość;wstręt;' 'radość;smutek;wstręt;' 'radość;smutek;złość;']
klimatyzacyjna,1,[]
klimatyczny,1,[]
klimatyczna,1,[]
kleparski,1,[]
kleckim,1,[]
kladke,1,[]
kijowskim,1,[]
kijowskiej,1,[]
kijowskie,1,[]
kieszonkowych,1,[]
kieszonkowego,1,['radość;cieszenie się na coś oczekiwanego;smutek;złość;']
kierunkowego,1,[]
kieleckim,1,[]
kieleckie,1,[]
kielecki,1,[]
kałuski,1,[]
kazdego,1,[]
katyńska,1,[]
katowickim,1,[]
katowickiego,1,[]
katowicka,1,[]
katoliccy,1,[]
katalońską,1,[]
kaszubskiej,1,[]
kaszubskiego,1,[]
karłowicki,1,[]
karpackiej,1,[]
kamiennym,1,[]
kalistenicznym,1,[]
kaliskich,1,[]
kalemba,1,[]
kakol,1,[]
kacza,1,[]
kabały,1,[]
językowa,1,[]
jęczmiennapszenna,1,[]
józefowska,1,[]
julkowska,1,[]
juliusza,1,[]
jordanowskim,1,[]
jordanowskiej,1,[]
joliot,1,[]
jeziorańskiego,1,[]
jesiennych,1,[]
jesienna,1,[]
jeleniogórskacztuchowska,1,[]
jeleniogórska,1,[]
jednym,1,[]
jednorodzinnej,1,[]
jednorocznych,1,[]
jednodniowe,1,[]
jaśkowa,1,[]
jaworzyńskiej,1,[]
jaworowy,1,[]
jasnogórskich,1,[]
jasne,1,['złość;radość' 'złość;radość']
jasna,1,['złość;radość' 'złość;radość']
jasinskiego,1,[]
jasielskiej,1,[]
jarzębskiego,1,[]
janowskiej,1,[]
jamna,1,[]
jagodowe,1,[]
jagodno,1,[]
jagielloński,1,[]
jadalnych,1,[]
jabłońskiego,1,[]
jabłoniowej,1,[]
izolacyjna,1,[]
istniejącą,1,[]
istniejącymi,1,[]
istniejącym,1,[]
istniejący,1,[]
istniejącej,1,[]
iska,1,[]
inżynierskiej,1,[]
interwencyjnej,1,[]
interaktywnych,1,[]
interaktywnego,1,[]
integracyjnymi,1,[]
integracyjnego,1,[]
inowrocławska,1,[]
innym,1,[]
inny,1,[]
inhalacyjne,1,[]
informacyjną,1,[]
informacyjnymi,1,[]
informacyjnej,1,[]
indiańska,1,[]
im.reymonta,1,[]
im.j.słowackiego,1,[]
hydrotechnicznych,1,[]
hydrofilowe,1,[]
hutnicze,1,[]
homologiczny,1,[]
hoeneplatynowa,1,[]
historyczną,1,[]
historycznoprzyrodniczy,1,[]
historycznego,1,[]
hipoteczna,1,[]
hetmańskiej,1,[]
herbaciany,1,[]
henrykowskiej,1,[]
henrykowskie,1,[]
haskiego,1,[]
harcerskie,1,[]
głębokie,1,"['zaufanie;złość;radość;smutek' 'zaufanie;złość;radość;smutek'
 'radość;smutek;' 'radość;smutek;strach;']"
głównych,1,[]
głównego,1,[]
głośnego,1,"['radość;smutek;złość;' 'radość;smutek;złość;wstręt;'
 'złość;radość;wstręt' 'zaufanie;złość;radość;wstręt'
 'radość;smutek;złość;' 'zaufanie;smutek;złość;']"
głogowska,1,[]
gładycha,1,[]
górskiego,1,[]
górny,1,[]
górnośląskiego,1,[]
górniczym,1,[]
górnicza,1,[]
górnego,1,[]
górczyńskim,1,[]
góralski,1,[]
grójeckiej,1,[]
grybowskiego,1,[]
gruzińskiej,1,[]
grunwaldzkim,1,[]
grunwaldzkiej,1,[]
grunwaldzkie,1,[]
grunwaldzki,1,[]
grudziądzki,1,[]
grillowe,1,[]
grecka,1,[]
granicznej,1,"['cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;']"
grabowych,1,[]
grabowej,1,[]
grabiszyńskim,1,[]
grabiszyńskiego,1,[]
grabiszyńska,1,[]
grab,1,[]
gościnnej,1,[]
gotowych,1,"['zaufanie;smutek;złość;' 'cieszenie się na coś oczekiwanego;złość;'
 'zaufanie;złość;wstręt;' 'radość;wstręt;']"
goszczyńskiego,1,[]
gospodarskiej,1,[]
gospodarcza,1,[]
good,1,[]
gogolińskiej,1,[]
godny,1,[]
gocławiu,1,[]
glebowej,1,[]
giszowieckim,1,[]
ginących,1,[]
ginący,1,[]
ginekologiczne,1,[]
gigantyczny,1,"['złość;radość;smutek' 'złość;radość;smutek' 'złość;radość;smutek'
 'złość;radość;smutek']"
giełdowej,1,[]
gibalski,1,[]
georg,1,[]
gdańsku,1,[]
gare,1,[]
galowe,1,[]
galaktyczna,1,[]
gajowa,1,[]
funkcjonalnym,1,[]
funkcjonalny,1,[]
freblowski,1,[]
francuski,1,[]
fortowej,1,[]
fińskie,1,[]
fiołkowa,1,[]
filtrowej,1,[]
filmowy,1,[]
filipkowskiego,1,[]
fantastyczny,1,[]
fangorn,1,[]
fajnego,1,[]
fabrycznej,1,[]
ełckiej,1,[]
ewidencyjne,1,[]
ewentualne,1,[]
ewentualna,1,[]
ewangelickiego,1,[]
europejskiego,1,[]
europejski,1,[]
etnobotaniczne,1,[]
estetycznym,1,[]
estetyczna,1,[]
entomologiczne,1,[]
energetycznego,1,[]
emka,1,[]
emilii,1,[]
elektrycznego,1,[]
elektromagnetycznego,1,[]
elektoralnej,1,[]
elekcyjnych,1,[]
elbląskiej,1,[]
elblaskie,1,[]
ekstremalna,1,['radość;strach;' 'radość;strach;']
eksponowanym,1,[]
ekonomiczne,1,[]
ekologicznym,1,[]
ekologiczno_edukacyjny,1,[]
ekologiczno,1,[]
efektywne,1,[]
edukacyjną,1,[]
edukacyjnymi,1,[]
edukacyjnosportowego,1,[]
edukacyjnorelaksacyjnej,1,[]
edukacyjnoekologiczna,1,[]
edukacyjno,1,[]
edukacyjnej,1,[]
edukacyjnego,1,[]
dźwiękochłonnych,1,[]
dłuższe,1,[]
długowiecznych,1,[]
długie,1,[]
dębowej,1,[]
dębowa,1,[]
dębicki,1,[]
dąbrowskiej,1,[]
dziurawej,1,[]
dzis,1,[]
dzikowskiej,1,[]
dzikie,1,"['złość;radość;smutek;strach' 'złość;radość;smutek;strach' 'złość;radość'
 'złość;radość' 'złość;radość;strach' 'złość;radość;strach'
 'radość;smutek' 'radość;smutek']"
dzierżęcinki,1,[]
dzielnicowego,1,[]
dzielnicowa,1,[]
dzielna,1,[]
dziecięcego,1,[]
działkowej,1,[]
działkowego,1,[]
działkowe,1,[]
dzialan,1,[]
dydaktyczny,1,[]
dwudniowe,1,[]
dworcowej,1,[]
duńska,1,[]
duzym,1,[]
duzych,1,[]
duza,1,[]
dumny,1,"['zaufanie;złość;strach' 'zaufanie;złość;strach' 'radość;wstręt;'
 'radość;wstręt;']"
duchackie,1,[]
drzewna,1,[]
drzewiastej,1,[]
druskienickiejdukielskiej,1,[]
drukowanej,1,[]
drugą,1,[]
druckiegolubeckiego,1,[]
drogową,1,[]
drogowych,1,[]
drobnolistna,1,[]
drobnej,1,['złość;radość' 'złość;radość']
drewnowska,1,[]
drewniany,1,[]
drewnianego,1,[]
drewniana,1,[]
doświadczalny,1,[]
dowiedza,1,[]
dowbórmuśnickiego,1,[]
dotykowa,1,[]
dot.pszczół,1,[]
dostępnych,1,[]
dostosowana,1,[]
dostojne,1,[]
dostepne,1,[]
dorosłym,1,['zaufanie;smutek' 'zaufanie;smutek']
dorosłych,1,['zaufanie;smutek' 'zaufanie;smutek']
doroszewskiego,1,[]
dorodnych,1,[]
doprowadzeni,1,[]
dolny,1,[]
dokładne,1,['zaufanie;radość' 'zaufanie;radość' 'zaufanie;złość' 'zaufanie;złość']
dokonczenie,1,[]
dojazdową,1,[]
dojazdowa,1,[]
dogoterapii,1,[]
dodatkową,1,[]
dodatkowymi,1,[]
dodatkowego,1,[]
dodana,1,[]
dobrej,1,['radość;']
dmowskiego,1,[]
dlugosza,1,[]
dietetyczna,1,[]
diamencikowy,1,[]
diabelska,1,['radość;wstręt;']
deszczową,1,[]
deszczowa,1,[]
dedykowana,1,[]
dawnym,1,[]
dawnej,1,[]
dawna,1,[]
darżlubska,1,[]
danego,1,[]
dalsza,1,"['złość;radość;smutek' 'radość;złość;' 'radość;smutek'
 'radość;zaufanie;smutek;złość;']"
dające,1,[]
częściowego,1,[]
częstochowska,1,[]
czytelniczy,1,[]
czysty,1,"['złość;radość' 'złość;radość' 'radość;smutek'
 'złość;cieszenie się na;radość']"
czystej,1,"['złość;radość' 'złość;radość' 'radość;smutek'
 'złość;cieszenie się na;radość']"
czystego,1,"['złość;radość' 'złość;radość' 'radość;smutek'
 'złość;cieszenie się na;radość']"
czynnym,1,[]
czworonożny,1,[]
czst,1,[]
czestochowskie,1,[]
czerwonych,1,[]
czerwonej,1,[]
czerwonego,1,[]
czerwone,1,[]
czerwona,1,[]
czerwcowe,1,[]
czernihowskiej,1,[]
czernickiego,1,[]
czerniakowski,1,[]
czeremchowa,1,[]
czasowego,1,[]
czarnym,1,[]
czarnego,1,[]
czarne,1,[]
cywilną,1,[]
cyprysowy,1,[]
cylkowskiego,1,[]
cykliczne,1,[]
cisowskich,1,[]
cieszyńskiego,1,[]
ciernistych,1,[]
ciepła,1,[]
cienistej,1,[]
ciekawych,1,"['zaufanie;złość;radość;strach' 'złość;radość'
 'wstręt;radość;strach;zaskoczenie' 'wstręt;radość;strach;zaskoczenie']"
ciechocińskiej,1,[]
cichej,1,"['radość;' 'radość;' 'radość;smutek' 'radość;smutek'
 'zaufanie;radość;smutek' 'zaufanie;radość;smutek' 'radość;smutek;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;']"
chłopskich,1,['złość;cieszenie się' 'złość;cieszenie się' 'radość;wstręt;']
chłonny,1,[]
chóralne,1,[]
chylinskiej,1,[]
chrzanowskiego,1,[]
chroniącego,1,"['zaufanie;smutek;złość;'
 'zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;']"
chroniąca,1,"['zaufanie;smutek;złość;'
 'zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;']"
chorzowska,1,[]
chocimskiej,1,[]
chlebowej,1,[]
chełmińskiego,1,[]
chałupnicze,1,[]
chanukija,1,[]
chabrowa,1,[]
cennych,1,[]
celtyckiej,1,[]
cedrowej,1,[]
całorocznych,1,[]
całoroczne,1,[]
całodobowe,1,[]
całkowita,1,['zaufanie;złość;smutek']
całe,1,"['radość;smutek' 'złość;cieszenie się na;radość' 'radość;smutek;'
 'radość;smutek;złość;strach;']"
carskiej,1,[]
calego,1,[]
błękitny,1,[]
błękitne,1,[]
błędowska,1,[]
będziński,1,[]
byłych,1,[]
bytowskim,1,[]
byszewskiej,1,[]
bydgoskiej,1,[]
bydgoski,1,[]
butelkowaty,1,[]
bursztynowego,1,[]
bukowo,1,[]
buczacka,1,[]
bucharskiej,1,[]
bródno,1,[]
brzeskiej,1,[]
brzegowej,1,[]
brukową,1,[]
brukowej,1,[]
brudna,1,['radość;wstręt;' 'radość;złość;wstręt;']
broniewskiego,1,[]
brodowskim,1,[]
brochowski,1,[]
brakujacych,1,[]
bożonarodzeniowe,1,[]
bożego,1,[]
bonita,1,[]
boiskowej,1,[]
bogusławskiegostawowa,1,[]
bogusławskiego,1,[]
bogdana,1,[]
bogate,1,"['zaufanie;złość;radość' 'złość;radość' 'zaufanie;złość;radość'
 'zaufanie;złość;radość' 'złość;radość']"
bobrowa,1,[]
bloch,1,[]
bliźniaczymi,1,[]
blizej,1,[]
bliskiej,1,"['radość;smutek' 'radość;smutek'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;'
 'radość;smutek;' 'radość;smutek;']"
bliska,1,"['radość;smutek' 'radość;smutek'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;'
 'radość;smutek;' 'radość;smutek;']"
biznesowym,1,[]
birmańskich,1,[]
biodegradowalne,1,[]
bieżącą,1,[]
bieńkowskiego,1,[]
biezacym,1,[]
bielskiej,1,[]
bielańskiego,1,[]
bielańskie,1,[]
bielański,1,[]
biegunową,1,[]
biegunowa,1,[]
biegowe,1,[]
biegnący,1,"['zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;'
 'radość;zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;złość;']"
biegnącego,1,"['zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;'
 'radość;zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;złość;']"
biegańskiego,1,[]
białą,1,[]
biały,1,[]
białołęckich,1,[]
białowieskiej,1,[]
białostockiej,1,[]
białostocka,1,[]
białoczerwonych,1,[]
białobockim,1,[]
bełzy,1,[]
bezwonna,1,[]
bezpłatnych,1,[]
bezpłatnej,1,[]
bezpłatna,1,[]
bezprzewodowy,1,[]
bezplatne,1,[]
bezplatna,1,[]
bezpiecznych,1,[]
bezpiecznego,1,[]
bezodpadowej,1,[]
bezdomnymi,1,[]
bezdomnym,1,[]
betonowych,1,[]
betonowy,1,[]
betonowodrewniane,1,[]
betonowego,1,[]
beskidzkiej,1,[]
bernardyńskiej,1,[]
beda,1,[]
baśniowy,1,[]
baśniowej,1,[]
bałuckim,1,[]
bałucka,1,[]
bałtyckiej,1,[]
bałtycka,1,[]
bawełnianych,1,[]
bawełniane,1,[]
batorym,1,[]
basenowej,1,[]
barskie,1,[]
barcelońskiej,1,[]
baranowskiego,1,[]
bankowym,1,[]
balonowa,1,[]
bajm,1,[]
bajkowy,1,[]
bajkowej,1,[]
badawczą,1,['zaufanie;cieszenie się na;strach' 'zaufanie;cieszenie się na;strach']
baczyńskiego,1,[]
bacieczkowskiego,1,[]
ażurowymi,1,[]
axentowicza,1,[]
automatyczny,1,[]
automatycznego,1,[]
automatyczna,1,[]
autobusowychtrolejbusowych,1,[]
autobusowe,1,[]
atrakcyjnych,1,[]
atrakcyjny,1,[]
atrakcyjna,1,[]
astronomiczny,1,['radość;smutek;złość;']
asfaltowej,1,[]
aru,1,[]
artystyczny,1,[]
artystycznego,1,[]
arkońska,1,[]
arctowskiego,1,[]
arciszewskiego,1,[]
architektoniczną,1,[]
arabskie,1,[]
antysmogowy,1,[]
anonimowy,1,[]
angielskim,1,['wstręt;złość;radość' 'wstręt;złość;radość']
angielska,1,['wstręt;złość;radość' 'wstręt;złość;radość']
andrzejowski,1,[]
andrzeja,1,[]
aluminiowych,1,[]
aleksandry,1,[]
akustycznych,1,['złość;radość;smutek' 'złość;radość;smutek']
akustyczny,1,['złość;radość;smutek' 'złość;radość;smutek']
aktywnej,1,['radość;smutek' 'radość;smutek']
aktywne,1,['radość;smutek' 'radość;smutek']
aktualnej,1,[]
akademickim,1,[]
akademickiej,1,[]
akademicki,1,[]
agawy,1,[]
afrykańskiej,1,[]
aca,1,[]
