bigram,likelihood_ratio
edukacyjna Park lokietka,36.77530795168007
około  m.,36.77152628393681
z błotem i,36.77041828193164
Osiedlu Hańcza. Obejmuje,36.76547294515918
Zamkiem Ujazdowskim Łąka,36.76547294515918
nieużywanych szaletów Nasadzenia,36.76547294515918
przetrwać zimę Łąka,36.76547294515918
spektrum autyzmu Łąka,36.76547294515918
Wiecha Zielona Jagiellońska,36.760499505980725
kwietniki Zielona rowerowopiesza,36.760499505980725
wodne siodełka w,36.758862381786024
Zielona ławka dla,36.756065997267484
Górczewska  rewitalizacja,36.74391953805143
dzieci i seniorów,36.72598023556387
Elblagu ul. Mickiewicza,36.72401952438033
zakatek  Rewitalizacja,36.72177892448105
Łodzi  Parki,36.72025183657672
drogi przed szkołą,36.707469988367166
przed szkołą modernizacja,36.707469988367166
części Parku Piłsudskiego,36.7051961699686
RZ LOKIETKA Park,36.70193108104097
Kropla wody Zaprojektowanie,36.70094562240552
Zoo Kropla wody,36.70094562240552
deszczowym. Doprowadzenie wody,36.70094562240552
odprowadzania wody płynącej,36.70094562240552
poboru czystej wody,36.70094562240552
podrecznej pijalni wody,36.70094562240552
wody kuchenki mikrofalowej,36.70094562240552
psów Psia Polana,36.69445199234329
Młynie. Zielony pasaż,36.69083528869343
Nożnej Zielony Ołbin,36.69083528869343
Zielony pasaż Banacha,36.69083528869343
Zielony pasaż Schillera,36.69083528869343
oraz wykonanie nowych,36.6886270932318
Skałce Wykonanie miejsc,36.68652010763341
do skrzyzowania Z,36.671437844218254
Zdobienie terenów miejskich,36.667936673566494
terenów miejskich kompozycjami,36.667936673566494
ul. Gen. S.,36.665511335010066
Psia Łączka w,36.66475131135196
Parku Skaryszewskim ,36.66434706256677
 OD GRANITOWEJ,36.65772668700663
pasie drogowym. ,36.65772668700663
i zabiegi rehabilitacyjne.,36.65761953452061
projektu Ławki ekologiczne,36.65467330103247
przy Bibliotece Głównej,36.64626303410504
Baczynskiego. Na powyzszym,36.63843544590378
Ludwika. Na szczycie,36.63843544590378
Na Stoku Świętokrzyskie,36.63843544590378
Na ratunek. Odciążenie,36.63843544590378
chodnik. Na przedmiotowej,36.63843544590378
kwiatowymi Opole zielone,36.63843544590378
muzyce relaksujące. Na,36.63843544590378
relaksujące. Na wyposażeniu,36.63843544590378
utwardzony chodnik. Na,36.63843544590378
Zieleń w budynku,36.633076719254746
Botanicznym. Na pomoc,36.629640735020395
życie hydroforni oraz,36.62809760231407
 Zielone Laboratorium,36.624701749578975
 Zielone Polesie,36.624701749578975
 Zielone ulice,36.624701749578975
Zielonej  Zielone,36.624701749578975
SP Zielona sala,36.62436140259373
do monitorowania wybranych,36.62085620002375
posadzone do wysokosci,36.62085620002375
prowadzącej do kładki,36.62085620002375
zimowanie psów NOWA,36.61911591843108
terenie Parku Przyjaźni.,36.61805192314499
  nowych,36.616778650075275
na południu miasta,36.61053995852158
do odbioru butelek,36.60852574236691
do skupu butelek,36.60852574236691
do spraw zieleni.,36.60852574236691
niemożliwy do posadzenia,36.60852574236691
Automat do odbioru,36.6085257423669
Automat do recyklingu,36.6085257423669
urządzenia do tresury,36.6085257423669
Artystycznego Nasze miasto,36.604022138057864
Balatonem c.d Piękne,36.604022138057864
Cisowa Obłuże Pogórze,36.604022138057864
JABŁONIOWEJ Utwardzenie sciezki,36.604022138057864
Latawiec przyjazny zwierzętom,36.604022138057864
Metropolii Przystań miejska,36.604022138057864
ekologicznej Prosta droga,36.604022138057864
kwitnące sprzyjające ptakom,36.604022138057864
nasze drzewa. Smog,36.604022138057864
niszczy nasze drzewa.,36.604022138057864
ogrodach Miejskich Przedszkoli,36.604022138057864
psich kupek Dzielnicowe,36.604022138057864
punktów gromadzenia odpadów,36.604022138057864
sadzonki pojemniki itp.,36.604022138057864
skutecznie pochłaniającymi zanieczyszczenia,36.604022138057864
sąsiedzkie ws. zagospodarowania,36.604022138057864
DAJTKI . ZIELONE,36.60306414029492
NA ODCINKU OD,36.596580043157154
Zielona sala czyli,36.58345888475277
Nowe oblicze parku,36.57538932930301
osiedlowy Mini skwer,36.57485763161016
i obiektów matej,36.57458777136216
na Bemowie ,36.57063282726685
na Zabłociu ,36.57063282726685
na Zdrowiu ,36.57063282726685
realizacji . Osiedlowy,36.570069379760916
Floriańskiej Zielone ściany,36.56823499872943
tarasu Zielone Tereny,36.56823499872943
ul.Tetmajera Zielone Parkingi,36.56823499872943
 Myśliwska Ks.,36.55829540555152
      SERCE NA,36.55364348686163
ABA ALP AJ,36.549757168054754
ABA TREE WORKOUT,36.549757168054754
Al. Unii Lubelskiej,36.549757168054754
Bartłomieja Zakątek szachowy,36.549757168054754
Jadźwingów Bartłomieja Zakątek,36.549757168054754
Junikowo Zakątek Terapeutyczny,36.549757168054754
Kaliszu. Montaż krytej,36.549757168054754
LIC ROLA DICKENSA,36.549757168054754
Lwowskich. Krzewy tolerancji,36.549757168054754
MAJOWE Szczecin Moim,36.549757168054754
MONT LIC ROLA,36.549757168054754
Montaż zabawki pajęczyny,36.549757168054754
OSWIETLENIE LIC GRABOWEJ,36.549757168054754
Parkrunowa ścieżka biegowa,36.549757168054754
Przyjaźni. Montaż ataków,36.549757168054754
Rynku sa wspaniała,36.549757168054754
Skwerze Arki Gdynia,36.549757168054754
Szczecin Moim Miastem,36.549757168054754
Wagi ścieżka piesza,36.549757168054754
czterech porach roku,36.549757168054754
dziedziniec Zielonoróżane skwery,36.549757168054754
erozją poprawa jakości,36.549757168054754
integracji Osiedla Andrzej,36.549757168054754
jako formę uzupełnienia,36.549757168054754
kampania przeciwko przemocy,36.549757168054754
komunikacyjnego Młociny Krzewy,36.549757168054754
lub krzewy. Parkour,36.549757168054754
porach roku ALI,36.549757168054754
proekologiczna kampania spoleczna,36.549757168054754
ptaków. Montaż imienniczek,36.549757168054754
rowerów MX EURO,36.549757168054754
sa waznym elementem,36.549757168054754
skrzyżowania Al. Wilanowska,36.549757168054754
urody trawników powstaną,36.549757168054754
wątpliwej urody trawników,36.549757168054754
zdrowia oczko wodne.,36.549757168054754
nr . ,36.5490249106648
 parki rekreacja,36.54141503674289
etap rewitalizacji Parku,36.540836270664954
sensoryczny Nasadzenia krzewów,36.53831309434528
  Oświetlenie,36.53631574166863
zagospodarowanie terenów wokół,36.53417538555936
wymiana nawierzchni na,36.519835047307964
Zdrowa woda dla,36.519005370703084
wodne siodełka dla,36.519005370703084
BEZDOMNYCHCAŁY SZCZECIN Zagospodarowanie,36.51898809314904
Gdansk Sobieszewo Zagospodarowanie,36.51898809314904
VII. Zagospodarowanie przyłączonego,36.51898809314904
elektryfikacji ogrodu Irys,36.51898809314904
ogrodu działkowego budowlani,36.51898809314904
 sciezka zdrowia,36.51286080842988
parku Stawy Jana.,36.51278258531774
zabawek Integracyjny ogród,36.504461915925184
Gaj  Zielony,36.50010397209267
ul. H. Sienkiewicza,36.4992619605429
zamiast zaniedbanego trawnika,36.48176405230552
ZIELONE PUA na,36.47477335243483
DOMKÓW LA OWADÓW.,36.46183745892807
Izraela Poznańskiego wraz,36.46183745892807
Jordanowskiej kynopark wybieg,36.46183745892807
Kolumba Kuźnicki Psi,36.46183745892807
LA OWADÓW. WIĘCEJ,36.46183745892807
LA RUP INTERWENCYJNEJ,36.46183745892807
LA ŁODZI. PRZEJŚCIE,36.46183745892807
MIEJSKICH HAMAKÓW Psi,36.46183745892807
Orgelbranda Azores wybieg,36.46183745892807
PROGRAM REHABILITACYJNOTRENINGOWY LA,36.46183745892807
PRZEJŚCIE LA PIESZYCH,36.46183745892807
REHABILITACYJNOTRENINGOWY LA ŁODZI.,36.46183745892807
SAMOCHÓD LA RUP,36.46183745892807
WEZ LA JERZYKÓW,36.46183745892807
WSZYSTKO LA PROMYKA,36.46183745892807
WYPOSAZENIE LA HARCERSKIEGO,36.46183745892807
WYSPIARZY WEZ LA,36.46183745892807
merdajacych ogonów wybieg,36.46183745892807
społeczności Teofilów Wielkopolska.,36.46183745892807
ŁODZI. PRZEJŚCIE LA,36.46183745892807
Łącznik ŁużyckaUmultowska Psi,36.46183745892807
Park miejski na,36.45512335388255
etap  ,36.454119735852345
psów na Oruni,36.43487381458094
 Rewitalizacja ławek,36.42267018415678
Jana czyli koniec,36.42053923540856
roslin oraz samego,36.42047118277458
terenów w sąsiedztwie,36.42021376384017
cieniu drzew przewidziane,36.42012729467898
etap II. Wybieg,36.410427562679914
Koniec z błotem,36.409076341185006
łąka na Rondzie,36.40789212833687
Anny German Zieleń,36.40627475667636
German Zieleń Izolacyjna,36.40627475667636
dłuższe użytkowanie Zieleń,36.40627475667636
parkowospacerowym pomiędzy Halą,36.40627475667636
pomiędzy Halą Granią,36.40627475667636
zabudowane pomiędzy istniejącymi.,36.40627475667636
zimowanie Zielone Czuby,36.40410479120798
Bożej z alejkami,36.39607223542194
z elementami dot.pszczół,36.39607223542194
z elementami rekreacyjnymi,36.39607223542194
zajęć z samoobrony,36.39607223542194
Modernizacja placu zabawy,36.39453866288828
 Osiedlowy park,36.39275392800499
Wojska Polskiego. ,36.3900308616369
 Nie chcesz,36.390030861636895
wieku  doposażenie,36.38833878814006
Białej na wysokości,36.38018871686874
Warszawskie potańcówki na,36.38018871686874
bezpieczenstwa na obszarach,36.38018871686874
park na Bemowie,36.37635205273109
Aktywności Inkubator Młodej,36.375625803774696
Krakowiak przemów im,36.375625803774696
VII Dwór Opieka,36.375625803774696
ZIELONA ŚCIEŻKA PIESZA,36.375625803774696
budynku Wojskowego Biura,36.375625803774696
celu odtworzenie istniejacego,36.375625803774696
dzika Białołęka walczy,36.375625803774696
eksperyment Spacery przyrodnicze,36.375625803774696
owadów. Pomóżmy kasztanowcem,36.375625803774696
pomaga zwierzakom wyposażenie,36.375625803774696
rokuje Badanie przyrodnicze,36.375625803774696
sad bedzie rozrosnie,36.375625803774696
stawów. Rzeka Jesień,36.375625803774696
trawie posypanie kory,36.375625803774696
Fordon Park nad,36.3722142173675
na Grunwaldzie Ogród,36.369231403922726
 Park zabaw,36.365960104206685
Stawach Stefańskiego. ,36.36469920085414
psie odchody. ,36.36469920085414
czyli po prostu,36.362768822198674
wzdluz ul. Modrzewiowej,36.35848664825785
wszystkich dzielnicach Warszawy,36.3571927978643
pełna uśmiechu Plac,36.352214119976345
raka piersi Plac,36.352214119976345
remont chodników Oświetlenie,36.3433122475889
i przedłużenia ul.,36.3425733735091
program walki ze,36.33666430600485
upały Skwer Tadeusza,36.32978781437125
przy Zagajnikowej. Posadzenie,36.32807891759384
Astronomiczny zegar miejski,36.32713629522041
Bajkowej Łodzi. Balon,36.32713629522041
Duchackie Kwietniki antysmogowej,36.32713629522041
Istniejący klomb zostanie,36.32713629522041
Karpackiej Tatrzańskie przyjazne,36.32713629522041
RATOWNICY Modry Pies,36.32713629522041
SIENKIEWICZ OD PIŁSUDSKIEGO,36.32713629522041
Szlaku Bajkowej Łodzi.,36.32713629522041
Słodki symbol Łodzi.,36.32713629522041
TAP ZIELEŃ URZĄDZONA,36.32713629522041
Tatrzańskie przyjazne właścicielom,36.32713629522041
UTWARDZENIE DZIURAWEJ OD,36.32713629522041
kasztanowcowiaczkiem który niszczy,36.32713629522041
klomb zostanie odnowiony,36.32713629522041
który zatrzymywać wode,36.32713629522041
kwitnie Stawy Stefańskiego,36.32713629522041
linii potoku który,36.32713629522041
ma zostac obsadzona,36.32713629522041
parku. Rekreacyjno widokowa,36.32713629522041
potoku który fazy,36.32713629522041
przyjazne jeżom owadom,36.32713629522041
strony Lasu Bacieczkowskiego,36.32713629522041
trawnika zamiennie mozna,36.32713629522041
zostanie tam umieszczony,36.32713629522041
na ulicach Czestochowy,36.325022685647305
na ulicach Starych,36.325022685647305
Oświetlenie ciągu pieszego,36.308119617026996
AJ RZ LIC,36.302569692517736
Czernihowskiej Przedszkole nr,36.301725647800076
OB działka nr,36.301725647800076
Grudziądzu Zabezpieczenie terenów,36.299576464601984
dewastacji resztek terenów,36.299576464601984
a więcej zieleni,36.2937905806575
cennych drzew na,36.292962930201455
drzew na Butach,36.292962930201455
drzew na Lawinowej,36.292962930201455
drzew na Szymanowskiego,36.292962930201455
drzew na przepuszczalną,36.292962930201455
w Kielcach OGRÓD,36.28595478330654
park rozrywki dla,36.28027432036209
miękki Skwer osiedlowy,36.28000501462596
Meandrów Mini ogród,36.27870084949132
terenu wokół Szkoły,36.276107645675566
 Zielone Włochy,36.27490758453998
 Zielone ogrody,36.27490758453998
ptaków Kwiaty za,36.27440991191098
Ogród antysmogowa i,36.27209654521291
ogród rekreacji i,36.269940696729364
II  nasadzenia,36.26985526264062
na Gocławiu Ustawienie,36.26820000353319
etap . Park,36.25995316731341
W tym przypadku.,36.249882537051924
zasadne W tym,36.249882537051924
Drewniane krzesełka W,36.248396142963884
Drewniane lizaki W,36.248396142963884
W postaci wielofunkcyjnej,36.248396142963884
komunikacyjnych W postaci,36.248396142963884
serca. W trosce,36.248396142963884
szantowego. W trosce,36.248396142963884
zasianie W miejscach,36.248396142963884
skwer Topolowa Ludzik,36.248288792506614
kwietna Budowa szkolnego,36.24747736569637
 wybiegi dla,36.24698959730735
Augusta Cieszkowskiego Hotel,36.23687855172926
Basen Smocze łodzie,36.23687855172926
Enklawa Zacisze Zadbany,36.23687855172926
Gajowice ADA otwarte,36.23687855172926
Kwiatowa Fieldorfa wizytówka,36.23687855172926
Oliwek Jurajski Romana,36.23687855172926
Poznań ratuje gatunki,36.23687855172926
Rezerwacie Zwierzyniec lokalizacja,36.23687855172926
Sokołów latarnie solarne,36.23687855172926
deszczówkę. Darmowe chowanie,36.23687855172926
ekranach trasy Mostu,36.23687855172926
klomb kwiatowy maty,36.23687855172926
której mieszkańcy będą,36.23687855172926
miejscach wyzej wymienionych,36.23687855172926
miejskiej. Cztery pory,36.23687855172926
mieszkańcy będą mogli,36.23687855172926
mogłyby zostac posadzone,36.23687855172926
obejmująca urządzenia zabawowe,36.23687855172926
ośrodka rehabilitacji dzikich,36.23687855172926
plenerowa Skaner pamięci,36.23687855172926
przygód. Stołeczny opiekun,36.23687855172926
swój czas Kazde,36.23687855172926
takowych powinna byc,36.23687855172926
też człowiek kwiatowy,36.23687855172926
wyznaczenie sciezek spacerowych,36.23687855172926
ul. Elektrycznej Zielony,36.22345421611276
Pszczoły z miasta,36.21596657561975
z naszego miasta,36.21596657561975
uprzatniecie terenu wokół,36.21261584118827
miejsc parkingowych i,36.20570630644382
 Rodzinny park,36.20538785580168
Jasne ze zwierzaki,36.198283582870765
kolizjom ze szklanymi,36.198283582870765
psa ze smyczy,36.198283582870765
rejestrująca obrazy ze,36.198283582870765
spuść psa ze,36.198283582870765
ze spektrum autyzmu,36.198283582870765
ze szklanymi wiatami,36.198283582870765
śmiertelnym kolizjom ze,36.198283582870765
Estetyzacja Parku nad,36.1891694409216
terenie szkoły podstawowej,36.17905414750118
Parku Na Zboczu,36.17400160518125
dla wszystkich z,36.170466206676466
w Zabrzu ,36.16632262838497
w Śródmieściu ,36.16632262838497
Kasprowicza  Zielone,36.16404662841066
Starym Mieście Ogród,36.15607428031243
 Patroni naszych,36.149674630758284
 w drodze,36.14661245043015
Pojemniki na wodę,36.145305684242686
Ogrodzenie istniejacego placu,36.142856415369295
 Hotele dla,36.13408864658696
 NIE dla,36.13408864658696
Co ważne projekt,36.12686249305263
DZIAŁAŃ wniosek KONIŃSKA,36.12686249305263
Górkach Nadwiślańska Strefa,36.12686249305263
IM. J. PIŁSUDSKIEGO,36.12686249305263
MI Parki stawy,36.12686249305263
NINA wniosek ODPORNOŚĆ,36.12686249305263
Nadwiślańska Strefa Wspinaczkowa,36.12686249305263
Nawiązanie tym działaniem,36.12686249305263
ODŻYWIANIE wniosek ROZBUDOWA,36.12686249305263
Ogrodach. Hamaki miejskie,36.12686249305263
Okopowa podwórka odnowa,36.12686249305263
SKUTECZNOŚĆ DZIAŁAŃ wniosek,36.12686249305263
ULICA KRZYSZTAŁOWA wniosek,36.12686249305263
Wilanowie Wysokim Przebudowa,36.12686249305263
butelkowaty miejskie źródełkapoidełka,36.12686249305263
drzewostanu. Wszystkie miejskie,36.12686249305263
dzikiego parkingu naprzeciw,36.12686249305263
krytyczna Odtworzenie ogrodzenia,36.12686249305263
leśnych m.st. Warszawy,36.12686249305263
miejskich prawidtowosci rozwoju,36.12686249305263
nasiona taki świetnej.,36.12686249305263
natura miejscem przygód.,36.12686249305263
plastiku butelkowaty miejskie,36.12686249305263
projekt dofinansowania terapii,36.12686249305263
projekt przywrócenie zadrzewień,36.12686249305263
północna alei. Uzupełnienie,36.12686249305263
wichurze. Uzupełnienie szpalerów,36.12686249305263
wisniowa byłaby miejscem,36.12686249305263
wniosek PIKA AD,36.12686249305263
wniosek PRAWA BEZPIECZEŃSTWA,36.12686249305263
wniosek ROZBUDOWA SCHRONISKA,36.12686249305263
wniosek STER RATOWNICZY,36.12686249305263
zbiornika wodnego. Piłkarski,36.12686249305263
ścieżki Złotnicki Gródek,36.12686249305263
śmieci Już dzisiaj,36.12686249305263
Park Międzyosiedlowych Nadbrzeżna,36.12615603218514
podstawowej  Rewitalizacja,36.11996334328672
nad Malta Zielone,36.117864498195594
zwierząt Wakacyjne kino,36.11305212144683
SY I KOTY,36.10822597168999
WOJ SY I,36.10822597168998
Bioróżnorodność. Wirtualna zieleń,36.1018747096657
Urządzamy tę zieleń,36.1018747096657
Czyste trawniki Czysty,36.09886164689158
Drewnowską. ANTYSMOGOWA KA,36.09886164689158
Góra Bezpłatna sterylizacja,36.09886164689158
Jak dbam tak,36.09886164689158
KM Klif Estetyzacja,36.09886164689158
Krocza Góra Aranżacja,36.09886164689158
Kurpiowskiej Utworzenie parków,36.09886164689158
MagnuszewskiejGlinki Kładka Przy,36.09886164689158
Nowa aranżacja kącika,36.09886164689158
Obłuże Pogórze Sterylizacja,36.09886164689158
Pojezierze Czyste trawniki,36.09886164689158
Przy zakupie nalezy,36.09886164689158
Psie szczęście Jak,36.09886164689158
Skweru Tadeusza Nowakowskiego,36.09886164689158
Stefańskiego Od Nowa,36.09886164689158
Utworzenie parków kieszonkowych,36.09886164689158
całego Skweru kolo,36.09886164689158
kalistenika parkour Sterylizacja,36.09886164689158
miasteczko sportów Zapobieganie,36.09886164689158
miejska oaza łącząca,36.09886164689158
osiedlach Nowa grusza,36.09886164689158
parkour taras widokowy,36.09886164689158
petli KM Cisowa,36.09886164689158
ptakom np. berberysu,36.09886164689158
rekultywacja Skweru lecia,36.09886164689158
rowerowy Etnobotaniczne Noc,36.09886164689158
sprzyjające ptakom np.,36.09886164689158
starszych mieszkańców. Sama,36.09886164689158
ulice Karolewa uzupełnienie,36.09886164689158
warsztatach podczas których,36.09886164689158
ściany natomiast działka,36.09886164689158
między blokami przy,36.08864944672408
 doposażenie placówki.,36.08656339235473
Patrol  doposażenie,36.08656339235473
Opolu remont nawierzchni,36.07555456872627
rewitalizacja przestrzeni publicznych,36.072397049921186
Zygmunta Starego i,36.0685079519334
nad boiskiem przy,36.063937896838596
urzadzenie zielonego skweru,36.063607738662164
Dzielnica Rewitalizacja zapomnianej,36.05742518066699
AT ROG NA,36.05535888834852
CZEKANIE NA PET,36.05535888834852
DIABELSKA HUŚTAWKA NA,36.05535888834852
DOROSLYCH NA STOCH,36.05535888834852
GRABOWEJ NA ODCINKU,36.05535888834852
JAZZ NA BULWARZE,36.05535888834852
KOMFORTOWE CZEKANIE NA,36.05535888834852
KWT NENUFARU NA,36.05535888834852
Kombatantów Spacerownik po,36.05535888834852
MIESZKAŃCY TAU NA,36.05535888834852
NA AKWENACH WODNYCH,36.05535888834852
NA RONDZIE SOLIDARNOŚCI.,36.05535888834852
NA SARPE NADWARCIANSKIEJ,36.05535888834852
NA STABŁOWICACH TRZCINOWE,36.05535888834852
NA WIDZEW WSCHODZIE.,36.05535888834852
Nordic Walking po,36.05535888834852
ONY NA SOSNOWEJ,36.05535888834852
ORUNIĄ GRN NA,36.05535888834852
ROG NA STOCH.,36.05535888834852
SPOJRZENIE NA GDAŃSK.,36.05535888834852
Smoki pływają po,36.05535888834852
Zwierząt. JAZZ NA,36.05535888834852
iście po królewsku,36.05535888834852
pnącą po kracie,36.05535888834852
po byłych ogródkach,36.05535888834852
po górkach fordońskich.,36.05535888834852
po kracie mocowanej,36.05535888834852
po pawilonie handlowym,36.05535888834852
po starym śladzie,36.05535888834852
po ursynowskich skarbach,36.05535888834852
po usunietych drzewach.,36.05535888834852
po zdrowie. Prelekcja,36.05535888834852
przedwojennych ulic Śródmieścia.,36.05535888834852
pływają po Warcie,36.05535888834852
roślinnością pnącą po,36.05535888834852
ulic Bielskiej Solskiego,36.05535888834852
ulic Bystrzycka Balonowa,36.05535888834852
ulic Fortowej Działkowej,36.05535888834852
ulic Górnicza Galaktyczna,36.05535888834852
ulic Mińskiej Bliskiej,36.05535888834852
ulic Sieradzkiej Wroclawskiej,36.05535888834852
ulic Sępia PawiaPusta,36.05535888834852
ulic Wioślarska Solec,36.05535888834852
zbieg ulic Mińskiej,36.05535888834852
ŻUBARDŹ ZIELONY. NA,36.05535888834852
fragmentu ul. Henrykowskiej.,36.054784807702184
po wschodniej części,36.05104096916113
kastracji zimowanie Zielone,36.05032733176154
pitnej na bulwarach,36.04534673479773
Fizyki Ratujemy staw,36.04085358453136
Kołobrzeg Rewaloryzacja ogrodów,36.04085358453136
Maksymiliana Grabówek ChwarznoWiczlino,36.04085358453136
Nowoczesna ekologiczna toaleta,36.04085358453136
PARKI ZIE SĄSIADA,36.04085358453136
Rewaloryzacja ogrodów tematycznych,36.04085358453136
Ustawienie elementów edukacyjnych,36.04085358453136
chodników lawek dodatkowego,36.04085358453136
doposażenie Wrocławskiej Areny,36.04085358453136
drzewiastej Dokończenie budowy,36.04085358453136
miejscu wykonac zadnego,36.04085358453136
obecnej edycji BO,36.04085358453136
osób. Wyposazenie pomieszczen,36.04085358453136
pomieszczen garderób. Wyposazenie,36.04085358453136
pomoc terapeutyczna dzieciom,36.04085358453136
sensoryczna Groszek Chrońmy,36.04085358453136
zielenią. Nowoczesna ekologiczna,36.04085358453136
zielona wyspa spokoju,36.04085358453136
psów w Skwerze,36.03847205133434
zakątek Nasadzenia krzewów,36.03572110113201
drzew wzdłuż Alej,36.03286391207829
dwudziestu drzew wzdłuż,36.03286391207829
 Zielony Rembertów,36.02835601435728
 Zielony Teofilów.,36.02835601435728
EKOMIASTO  Zielone,36.02775114934825
 Zagospodarowania terenu,36.02734544066122
na Odmianach Zielona,36.02597200726903
traw krzewów kwiatów,36.017189438993775
 Nowe nasadzenia,36.01699449737701
tys. . Skrzydlaci,36.013130994738404
Teofilów Wielkopolska. Łódź,36.00990042898735
kieszonkowy Białostocka Radzymińska,36.00990042898735
kieszonkowy MOZE SKRY,36.00990042898735
kieszonkowy Radojewo EkoCzwórka,36.00990042898735
I etap Stop,36.00685001253884
. Punkt widokowy,36.00357908729502
Dzielnicy Ursynów Zielony,35.99727904233423
fontanną sensoryczną na,35.99117305580897
 rewitalizacja pasów,35.985245862292366
 EKOMIASTO Park,35.983562153971654
deszczowe dla Piątkowa,35.973121866038454
a krakowski Zwierzyniec,35.9688816555392
kieszonkowy w okolicy,35.967856686591766
ul. Elektrycznej Zielone,35.966525512016084
drzewa CZESTOCHOWIANIE STERYLIZUJA,35.96545232584119
próbuje rozstac drzewa,35.96545232584119
terenu . Zasadzenie,35.961522927406975
bramy prowadzącej do,35.953530029973464
wodnego do wysokosci,35.953530029973464
Dostawa i montaz,35.95204579173526
Jeże i nietoperze,35.95204579173526
i montaz podrecznej,35.95204579173526
 budki lęgowe,35.947619546916115
Alei Młodych połączone,35.94485391492681
Nie dajmy plamy.,35.94485391492681
Podczas wszystkich spotkan,35.94485391492681
gatunek okaze sie,35.94485391492681
gigantyczny filtr powietrza,35.94485391492681
miejskiej REZERWAT DZIKICH,35.94485391492681
pierwszego odcinka Alei,35.94485391492681
powinny pojawia sie,35.94485391492681
warsztaty Suchą nogą,35.94485391492681
wlascicieli Nie sieé,35.94485391492681
 W miejscu,35.94445438092251
 Rewitalizacja ekologiczna,35.93819554175222
więcej zieleni i,35.93815345954073
 Wykonanie altany,35.93617837647804
Piaski Razem dla,35.935619412628924
Przyroda dla Sosnowca,35.935619412628924
Razem dla Radogoszcza,35.935619412628924
dla Bezdomnych Zwierząt,35.935619412628924
dla Bezdomnych Zwierząt.,35.935619412628924
dla zapylaczy przygotuja,35.935619412628924
gniazdowania dla ptaków.,35.935619412628924
ochronna dla Czyzynianina,35.935619412628924
ochronna dla Czyżynianina,35.935619412628924
priorytet dla klimatu,35.935619412628924
priorytet dla klimatu.,35.935619412628924
pływających tratew dla,35.935619412628924
ptactwo wodne na,35.934911920255786
Z zakresu przyrody,35.92860186527975
z naturą Park,35.92281743886172
ulicach Słoneczny Plac,35.92190916242822
Lelewela i Demela,35.92036417962854
Centrum Nasadzenia zieleni,35.90636543191307
jest wykonanie pokazowego,35.90467042101581
Zielona ściana i,35.89116821873197
Królewska  najdłuższy,35.87367431879044
 Zielone ,35.863024404188266
 Rewitalizacja chodnika,35.857802507223575
Kopernika P Psi,35.8529740137243
Ustawienie paczkomatów w,35.8424682818453
park Nowy Dwór,35.83954341329385
kontynuacja Nasadzenia krzewów,35.83026010340581
w okolicy Rusińskiej,35.82578563594027
w okolicy skateparku,35.82578563594027
ul. Gen. Henryka,35.8174269174924
spotkań i rekreacji,35.81268689168904
pomiędzy wieżowcami przy,35.810253748847735
miasta Zielona Góra,35.80050386641622
Gaj  kolejny,35.79974403255363
Modernizacja istniejącego placu,35.79916656434894
Przebudowa istniejącego placu,35.79916656434894
Ścieżka sensoryczna SP,35.77938987329266
ARU ANDERS Szczecińskie,35.77805468457828
DO DZIALAN PRZECIWPOWODZIOWYC,35.77805468457828
DO PRZEPOMPOWNI OSIEDLE,35.77805468457828
DO RATOWANIA ZWIERZĄT.,35.77805468457828
Fabryczna Kwitnące Rondo,35.77805468457828
GOTO DO POMOCY,35.77805468457828
ISKA DO PIŁKI,35.77805468457828
KLUCZ DO SUKCESU,35.77805468457828
Kwitnące Rondo Lotników,35.77805468457828
OGÓLNODOSTĘPNEGO ISKA DO,35.77805468457828
Ogrodach. POWRÓT DO,35.77805468457828
PASA RUBINSTEINA. Kwitnące,35.77805468457828
PIŁSUDSKIEGO DO TYMIENIECKIEGO.,35.77805468457828
Parkach Jasnogórskich Kwiaty,35.77805468457828
Przejscie ogólnodostępne pomiedzy,35.77805468457828
RATUNKOWA DO DZIALAN,35.77805468457828
RENOWACJA ARU ANDERS,35.77805468457828
pomiedzy Estakada Kwiatkowskiego,35.77805468457828
pomiedzy Wrocławski Éźródlany,35.77805468457828
sensorem smogu Automaty,35.77805468457828
zboczu Wzgórza Św.,35.77805468457828
L Ekologiczny plac,35.77784748340562
hydrotechnicznych. Ekologiczny plac,35.77784748340562
psów  Rewitalizacja,35.775588756712125
na Gocławiu Grochowie,35.760952363054614
na Sobótce Słoneczna,35.760952363054614
na wysokości sklepu,35.760952363054614
Królewskiej na Zakazowi,35.76095236305461
Sikorskiego na wysokości,35.76095236305461
zieleni przy Doroszewskiego,35.758925634544376
zieleni przy Hali,35.758925634544376
fitnessitownia przy skwerze,35.755304922446165
przy skwerze Niegolewskiego,35.755304922446165
Akademia Językowa Szkoła,35.75428119456619
Grabiszyński Akacjowa aleja,35.75428119456619
Kampania edukacyjna dot.,35.75428119456619
Ogrodzona zadbana przestrzeń,35.75428119456619
Teofilów. Zbudujmy sobie,35.75428119456619
będą mogły tylko,35.75428119456619
granice są tylko,35.75428119456619
podwórek praskich. Zieleniec,35.75428119456619
pszczele hotele Magiczny,35.75428119456619
pszczół murarek ED,35.75428119456619
środowisko naturalne. Warsztaty,35.75428119456619
Warsztaty Przetrwania Ulica,35.75428119456618
